,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
111,9911,6749,6791,648,11084,7905,12189,3439,2865,8941,7312,1788,9317,5804,12511
112,1949,10164,1786,5142,12258,8458,10834,5972,12695,6352,12226,8360,11237,2603,6002
113,5398,3318,3315,12633,12549,9610,268,1996,11327,6492,9740,10853,9521,10121,2147
114,2745,1068,4576,2800,11020,723,6308,8990,2565,6432,11015,10602,11264,5849,11138
115,10151,12160,3762,8829,8654,2694,8369,12570,2892,1599,8718,9727,8508,11938,7528
116,10616,10022,7204,11420,2808,6353,1778,6324,11157,11991,11649,794,4161,6341,648
117,10429,11884,11821,1557,6749,11100,11074,10006,4890,72,8078,9373,4948,6670,11038
118,11937,2183,12129,1864,1983,11851,11645,8690,809,6315,2826,6497,12629,2252,3981
119,9291,8485,2127,5705,6431,10134,9587,7463,7316,7839,2992,12842,10578,11410,5778
120,5960,5981,9312,6476,3965,11169,8370,4235,9250,2371,5921,2421,11363,7733,6781
121,639,638,9099,9869,4373,5561,5901,642,7915,4976,1279,12294,12066,6044,2691
122,6528,1952,4597,3404,5417,91,5707,1900,5861,4186,11152,4615,7572,7318,11570
123,10651,1903,10392,2843,11918,8363,1493,12575,2065,10899,4826,3797,10611,13013,11084
124,12224,8136,7843,5907,12278,10178,10906,9871,571,413,8459,12928,7132,4426,11298
125,128,1317,423,3326,4109,12913,9348,594,1532,164,3834,1318,129,6553,2492
126,10151,7081,3185,7528,702,4665,3619,7047,12593,8358,10223,3585,2100,6072,11557
127,11386,11656,5867,1216,10263,11908,2222,4776,6554,11770,5267,9597,8147,3220,8140
128,125,594,1318,3326,423,12597,3097,13213,164,6748,7353,6519,12654,12211,889
129,125,128,5480,423,2103,8902,164,13213,8688,4525,3326,2344,8884,1317,3097
130,3552,12239,7620,6899,8888,9754,2036,1776,7438,9196,9031,9334,870,10684,12357
131,7779,9191,11938,10444,3483,9041,7302,3642,6759,3205,8885,12855,9619,12,13527
132,4241,6921,9135,938,9624,6777,4860,8254,6474,6776,8736,8904,6771,10648,3493
133,6532,5498,681,7177,10445,7488,1266,10754,4290,6380,3368,9616,6625,4160,7318
134,11976,11383,147,9068,7528,10480,12593,6157,5303,10151,9595,11453,2786,10223,335
135,12094,12685,11291,11227,5185,11869,2648,6008,10430,9592,6309,4310,6351,238,1178
136,12513,2538,1811,7444,8496,6571,1807,8486,12704,8543,6971,3220,12725,11964,12922
137,2681,10308,12294,4540,10837,8394,2607,5357,4139,6350,1817,6228,10288,8934,5521
138,5521,6042,5944,10837,5916,12297,4864,4638,10288,4849,4207,1879,6161,5357,5299
139,6840,6884,5584,3447,2823,2121,2829,6821,6996,1411,5913,9096,11274,1394,7265
140,8046,7299,2203,1405,10249,11549,11066,6083,1470,4925,8560,137,7415,1990,6350
141,1295,8829,3670,335,7315,950,11878,565,8508,10807,6058,8737,12570,10039,4728
142,6713,3980,12633,2478,6970,13441,10834,3357,2395,5823,2147,5800,3031,11361,11274
143,4574,6353,12720,5011,906,10108,9134,7192,2073,3573,10574,12273,12413,4890,11821
144,4806,5011,12813,8903,5553,8814,12416,3990,7444,8131,12077,5047,13534,3036,2221
145,9357,5825,13146,10375,11806,760,2192,4272,6051,9134,7775,6954,938,3138,5151
146,2098,9595,5186,10151,2694,3585,1001,12160,7528,1295,4652,914,12593,8829,12570
147,12160,1998,9595,12570,4652,565,11383,7855,8591,6157,9894,5186,11878,10480,4689
148,2084,9392,149,6633,6733,12659,2778,6811,10548,12908,7852,9934,1085,961,358
