,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
159,10992,10794,158,6324,5672,8600,5992,181,4255,5970,6533,8251,12068,2653,2682
160,7423,10670,284,3810,2029,334,8835,11727,12522,6984,5197,12549,3053,12552,5403
161,5800,12542,2466,3437,7423,3329,12210,5696,11647,8795,12552,8765,8229,4992,6352
162,6876,11387,2440,2660,9047,11,7744,6833,8578,2971,2379,2414,1778,8590,11690
163,8099,6416,4291,6011,11924,7407,11006,10366,8994,454,9232,3659,1605,7376,6659
164,8479,11846,711,8680,11628,2759,11827,11522,9437,9893,11835,9194,10089,6826,7552
165,6609,12469,6735,7707,3932,10560,9737,11245,3832,7756,150,9386,3083,8340,4720
166,5672,5349,5126,8706,8848,1394,6302,2207,4255,179,6566,5533,1122,1744,8840
167,10050,12523,9894,2430,8488,1008,5442,5193,12010,4032,2864,4271,9383,3659,6117
168,7612,8755,8527,166,5970,5400,6758,10854,1009,10260,2598,9433,9598,9322,8251
169,7428,3313,689,658,3536,5403,11539,5722,6059,11996,2899,11362,8892,7638,7977
170,7414,7977,9591,12367,2138,2759,1925,2899,7683,11362,334,9998,6469,12374,12456
171,3274,1754,3382,7917,1701,5594,1,8847,1667,2052,3081,2187,9185,10751,2154
172,582,4866,4987,2572,11603,9082,6441,6955,10659,8788,58,10733,918,10089,1548
173,5061,3414,8319,1044,4934,4836,4922,4043,7511,139,598,8326,605,5520,10803
174,1874,7332,6262,7990,8782,7768,7728,2938,5447,11851,8249,12499,7156,10369,11505
175,2449,11399,9337,11121,11017,8325,3122,995,1338,8326,3937,5625,8557,5109,2605
176,1823,689,4177,7880,10042,6066,10583,2333,7122,3306,7297,868,8667,1476,8618
177,5587,9949,3596,5962,12253,2971,2333,2982,6189,1014,8992,7230,3019,1203,11124
178,11526,7035,2944,5049,12448,8906,566,10991,11663,10133,1989,3719,2394,12608,2329
179,2200,2191,2211,6899,193,11702,2192,5527,199,10771,10070,8045,2207,2210,10744
180,9154,12024,11208,11525,3544,8970,3794,1420,8165,12262,12495,7154,10521,8453,7358
181,5327,7243,779,159,8755,816,7756,5743,6849,3053,5982,11022,6324,952,5451
182,11722,10237,537,9187,11089,3817,3941,11863,764,12078,4223,9494,2565,708,5102
183,8926,5295,10407,24,6214,746,7392,7305,4689,104,7054,11964,2203,1929,10108
184,7121,10860,10041,9327,8226,11338,9295,234,37,2548,6379,7877,4409,355,3328
185,2550,5629,3420,9595,4913,9234,10800,4956,10498,414,505,1685,6215,2502,4927
186,10306,5991,6584,563,7667,8599,458,12303,11658,12297,10756,11986,10885,6473,3534
187,6192,1965,4880,6858,4766,192,6385,7969,12327,3634,5525,7235,12385,5165,3823
188,6869,11052,9790,9070,3122,2264,11335,1094,4819,9496,11066,9494,3013,6328,10967
189,10811,7866,3371,4678,2639,987,10468,8030,9654,10705,5200,796,2329,10841,4091
190,1682,5663,5550,10677,5522,3725,6742,4493,1696,9836,1673,5660,11455,10107,2521
191,205,1701,201,2187,1394,10751,2798,7057,5123,10717,11182,4321,9776,1754,6137
192,4842,1965,6858,2154,2075,8424,7969,537,3634,8624,223,4106,10862,3823,12385
193,2211,2200,6899,5527,2192,2191,7549,10070,11702,10771,179,2209,199,2210,8045
194,2938,7768,9704,10369,11394,7020,6483,8853,9811,1161,88,7827,5008,1774,2619
195,2209,2207,2210,2208,2191,2206,2211,2192,2567,193,2200,4180,7494,8045,5527
196,7932,2605,767,10691,3805,152,9577,1980,9419,5109,4995,11042,8291,10027,3128
197,6692,3287,2000,1126,202,10428,1265,6934,4579,3741,301,5104,7119,7241,2567
198,9831,5803,4959,8183,766,3560,9167,4822,8892,10590,2899,9000,9679,2138,11660
199,2211,2200,2192,2191,7549,10771,2210,2209,6899,3255,260,2454,11702,7494,7237
200,12112,5991,3907,1126,4279,7727,363,11990,3499,10857,2798,3231,8655,7800,7379
201,5527,6899,2201,4321,1701,11702,2211,2200,3636,2648,10070,2191,2348,3255,9940
202,206,3830,5527,1126,11702,1085,4579,4279,201,10771,3636,3767,3287,3080,8640
203,10347,3825,3415,6232,5726,9276,7698,1748,6482,6037,4352,5123,10266,1387,663
204,2191,2210,2200,2211,2206,2207,2192,10771,2209,5527,260,199,193,7549,7237
205,3382,1754,8847,4321,1701,2187,9185,1667,3081,3735,10751,5594,7917,171,1
206,202,1701,3830,9955,2607,8383,1754,8847,11702,10751,5527,5130,7442,8640,1
207,7917,7442,3382,10744,2812,5527,4321,171,5594,12327,1667,4571,3274,5104,10751
208,9640,7532,2281,1316,297,4649,6626,1988,3847,6549,7849,12312,6666,6543,6644
209,3079,5428,7847,11119,8844,4892,8614,7897,5988,5470,8483,1273,5246,7891,3580
210,7847,8754,11617,6261,7290,5371,9813,9761,8614,5732,421,5619,2910,11260,1273
211,2272,4085,9226,1229,317,9715,7904,7114,7253,7013,10382,2943,2831,7328,12359
212,7824,4389,11857,9330,10989,2968,7956,1140,11203,1802,2963,114,7823,411,6762
213,11183,3165,2987,11243,9048,7398,12039,10736,8278,1008,9695,11566,7296,4032,5442
214,577,7698,2202,2201,2082,6232,10693,1387,2400,8789,8976,10642,11711,7918,201
215,104,5295,6214,5087,2203,7054,1200,24,8926,11964,6622,1339,2064,6581,7392
216,2654,6338,11621,10647,6060,4159,12037,5095,12091,8791,9122,2180,5721,3912,11902
217,7065,46,2253,11723,11961,11383,6830,457,1157,12382,6277,4413,569,6829,8079
218,6270,1776,2466,7169,12524,7423,284,12314,4049,6444,3437,1454,3619,12544,1143
219,3651,9527,2305,2525,8438,5363,12509,5772,4756,8111,12504,2724,11743,4163,3448
220,1066,5229,5348,401,7949,11723,3777,10574,12035,8578,11387,11515,457,1184,6134
221,871,11197,3010,756,11437,11398,1975,6642,9478,5712,1365,2124,9935,8685,6635
222,449,6469,8570,3053,7067,8025,1007,8898,2364,1096,8089,5942,4132,10271,8026
223,3081,2052,3250,9267,682,8847,5594,171,1754,9185,1667,588,6997,1,192
224,11871,8765,8404,2071,6471,1038,9603,689,22,6068,7386,9309,4059,5403,746
225,11920,10790,1494,11835,11827,6897,1610,1963,3460,7667,510,9238,1848,10885,8094
226,1052,6770,8069,6853,5852,3031,12271,11708,9770,7862,3147,548,3218,5159,10693
227,2335,7570,4038,9,6117,9450,12472,10171,6223,2430,12626,5148,6756,6865,7296
228,6456,2106,2452,9360,3626,2282,29,8185,3744,5368,3735,8644,4094,5113,8380
229,2422,6382,8956,5900,5944,5768,6564,11802,10343,3984,7733,10475,10898,11067,4798
230,9756,8539,8161,9295,6470,7372,5163,2221,2172,5918,11752,5164,2841,7595,9717
231,97,3166,10072,11214,4189,7121,3340,3261,11660,5201,11713,8440,2155,4059,5403
232,1335,7713,461,1966,4281,2070,8114,11549,7563,5775,441,7898,7655,8467,29
233,6162,1458,8055,5896,2242,1586,4404,5016,7176,3453,7903,3282,6168,11489,9964
234,377,10041,11563,7121,11564,12025,689,9206,3854,10042,7645,6861,2548,7784,22
235,1494,2839,4759,8068,11394,8736,7711,3973,7827,2603,2704,9692,6715,1384,2312
236,5183,9950,5299,2333,10905,6098,1867,11871,4189,4177,10473,3847,4469,4054,9679
237,11115,3442,1166,3410,8552,11566,2697,100,2515,10350,8110,831,11811,8536,12024
238,11426,12305,5285,7619,11657,3859,857,6725,11793,5766,3786,6275,1552,6988,8837
239,6314,4140,4182,5174,6625,5693,9175,1800,4107,10377,5927,958,3393,8084,3079
240,2642,4589,8109,463,501,9718,11709,5262,6766,5596,3096,7626,1127,3380,10776
241,689,7688,801,11299,6068,5403,11871,1272,3254,2899,8765,12067,4059,1493,7121
242,640,10488,2777,1925,2414,12374,9254,8771,8440,6211,8677,4032,2864,795,10280
243,9879,7737,12230,11838,10050,8440,8676,5200,7047,5694,6211,11071,816,9893,12316
244,2416,2674,9581,562,9484,10664,7389,2852,12013,1300,6892,10604,9998,5201,369
245,537,11693,575,1126,9955,10011,5323,2920,6263,12327,1965,5190,10720,10237,3499
246,11048,8184,2908,9234,4919,6619,10127,4913,664,9364,4927,3420,8846,349,3725
247,2241,9301,2265,3189,1260,9385,4080,935,7598,11360,11887,5309,10763,3203,11345
248,4317,1261,11770,1305,6459,1259,6457,1636,1258,9856,6460,3694,2113,3690,9608
249,7520,1014,12253,1393,6505,710,12619,11841,2085,3604,1099,7404,8413,3019,5346
250,665,698,7927,8184,12078,11863,2381,3292,10429,6742,3288,537,10449,11692,8651
251,4577,5595,5414,11005,6639,6642,11398,493,11197,5712,592,6638,10255,6961,6805
252,10352,12616,2717,8991,9301,4171,6114,9015,10067,7735,9385,11360,12193,5309,6132
253,2194,11893,720,3851,182,8635,7920,4602,3765,4823,5602,134,1767,11089,747
254,6369,6584,2221,3975,1362,4213,9245,6470,8539,2904,10072,3257,2948,2172,7827
255,8272,5762,11752,9717,4996,5229,9897,1070,10864,8539,688,7013,3028,3985,4213
256,5381,7901,5484,1113,3806,3407,1678,4139,2391,9819,6309,9660,5988,8903,5487
257,8317,12127,2902,8254,6384,10076,2660,9747,6509,124,636,4192,5826,11970,7132
258,11936,7684,9674,8007,10731,2960,9218,10233,923,4741,11439,3179,5995,9892,1797
259,1980,6810,2188,6309,1601,9337,9094,10967,7864,2966,264,11708,4320,2725,3415
260,2192,2191,10771,2210,2200,7494,2211,3255,199,2209,6568,7549,7237,4180,5104
261,3088,6907,11607,3968,11821,3604,7953,5086,1233,8413,5049,2657,1989,8164,8362
262,5417,4788,3545,3417,5944,764,10237,11254,10598,3817,8716,9150,11713,7252,1853
263,7371,78,9618,9819,1472,5107,6812,5988,5074,8460,7847,10330,2531,9073,152
264,11708,5107,5534,3148,1752,2189,1375,156,5364,7864,5526,8108,8460,2966,4320
265,5313,7293,2147,9346,8613,8771,5717,3038,8439,12624,816,11646,7047,3212,8172
266,41,5404,1026,11871,7687,2172,5081,12067,5708,689,1362,7445,10860,5969,7121
267,9345,8688,3835,6190,7798,6116,8613,3681,6853,10510,5717,579,8439,11373,8205
268,9357,8969,1869,8405,1856,8587,6697,11952,11689,8498,9906,484,6368,1946,3551
269,1541,7990,11792,8553,6175,1774,6699,8259,3190,7088,3605,12576,11824,6471,718
270,8440,819,8892,4189,8086,4533,97,7376,3166,795,5803,10031,9113,1096,3261
271,3679,10090,9518,641,5537,11187,7361,2030,6822,508,10908,9614,5616,11555,3836
272,3533,4115,11169,1878,3659,6217,2899,287,11642,10021,5766,1475,7977,11426,3536
273,3815,2257,4345,9994,4919,9364,5561,11787,1091,8633,9234,5115,2908,10122,4913
274,5458,49,35,12255,11024,11510,12544,2466,9805,1962,4986,12625,6984,12524,11852
275,277,7020,2024,276,12499,7768,1774,2375,3546,3829,4759,1603,1874,12296,5612
276,277,7768,2312,2375,9350,7024,1604,5612,7332,4759,7020,2024,12499,1774,3275
277,7768,7332,12499,1604,2024,2375,7020,276,8703,5612,7944,9350,280,8249,646
278,7990,3829,7332,2337,1858,499,4877,1874,7660,6704,6787,3120,6468,11851,5620
279,3053,6469,2899,7813,11816,8089,11801,6466,2333,4877,12367,4189,1841,409,4326
280,277,2375,7768,2024,12499,7332,9350,1604,2312,11050,7020,8703,11394,5945,9225
281,11262,2329,1608,11935,5808,6194,751,8825,8995,6796,840,11796,4115,9734,11472
282,5749,11310,10635,9623,6157,10492,1494,12607,11301,404,10096,12139,9113,11243,8365
283,1064,8560,5717,8083,6467,1848,5351,11373,6542,12118,2396,7993,5878,5031,11217
284,7169,7423,11365,6270,10924,1454,6984,2466,8835,5696,2145,12045,11083,12046,7067
285,2591,12627,7806,91,6211,12163,45,12471,816,5922,3038,487,8679,8440,12374
286,8725,295,4020,10404,9964,2723,1160,10919,7998,10777,6453,7807,2627,931,1741
287,12152,3659,2335,816,1051,795,9450,3303,7047,4271,9048,9246,3113,7296,6115
288,289,10486,10018,3592,12460,7243,11673,6502,4231,9685,7680,4398,778,11662,449
289,9452,2329,8885,287,11558,288,5970,1824,9450,827,2653,5562,1270,449,8861
290,7977,707,795,10031,8736,680,8086,819,4533,4050,2704,5193,6748,6039,8769
291,11957,4228,989,9743,11408,2474,11221,6499,6094,9164,9780,2472,3154,10237,7974
292,6415,7938,6832,3135,12062,5939,11413,10395,7116,10920,6437,3293,11117,759,2923
293,11186,3038,6075,7628,9105,5280,701,4625,11606,9253,1293,9760,11567,10050,8769
294,11042,3908,9136,3631,10691,9928,4995,11711,152,5364,8279,2605,3471,7109,630
295,2148,6087,11928,1530,11071,1500,3384,5024,1735,3367,1954,5015,11889,3295,3238
296,827,10794,4255,10056,3438,6741,11558,3029,2860,8526,2598,7867,672,8251,8861
297,3376,9794,1988,1138,7741,7894,2281,6550,10829,11769,9278,1343,1139,10091,8238
298,9323,7613,5325,3243,2095,4214,4001,612,5107,9841,7906,3672,2646,9070,302
299,602,7655,29,3934,465,12308,221,7905,2643,7563,11091,6222,1073,8298,11437
300,8890,3599,12302,9901,1870,9904,930,8361,5676,3359,2165,10111,6661,4664,11620
301,6692,2196,10817,3767,6818,4279,3080,2200,5773,7494,7550,5774,7241,7237,2192
302,6552,5107,7613,9398,298,5871,11042,4380,3937,8768,3761,4324,3279,5325,1678
303,11607,10491,4530,4813,4668,9322,10670,9913,7975,707,12031,11479,8663,2771,2721
304,7744,3175,11161,7973,815,279,6935,6808,3048,5354,3091,3366,10998,1778,4125
